Name_x,NameASCII,Pro,FangraphsId,PTS,PTS/G,VORP,isRP,EspnId,TJ,Level,Yrs,Cost,Note,contractType,EspnId_y,Name_y,Espn_proj,C,1B,2B,3B,SS,OF,Util,SP,RP,P,DefaultPos,PosStr,Projected $
Zebby Matthews,Zebby Matthews,MIN,31827,185.32,6.8,-153.07800000000003,True,4791597,FA,,,,,,4791597,Zebby Matthews,125.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Aaron Bummer,Aaron Bummer,ATL,16258,185.12,3.07,-153.27800000000002,True,36131,FA,,,,,,36131,Aaron Bummer,144.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Yennier Cano,Yennier Cano,BAL,25911,185.08,3.12,-153.318,True,35536,West Coast Spartans,AAA,0,AAA opt,,AAA opt,35536,Yennier Cano,183.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Héctor Neris,Hector Neris,ATL,11804,185.06,3.53,-153.33800000000002,True,32377,FA,MLB,1,$1.00,,contract,32377,Hector Neris,135.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Evan Phillips,Evan Phillips,LAD,17734,183.95,3.71,-154.44800000000004,True,37911,FA,MLB,1,$1.00,,contract,37911,Evan Phillips,153.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Cal Quantrill,Cal Quantrill,MIA,19312,244.86,10.26,-81.07899999999995,False,39875,FA,MLB,1,$1.00,,contract,39875,Cal Quantrill,247.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Kyle Manzardo,Kyle Manzardo,CLE,29794,319.0,2.87,-100.89999999999998,False,4917927,Country Strong,AA,U,$-,,AA,4917927,Kyle Manzardo,381.0,False,False,False,False,False,False,True,False,False,False,Util,DH,0.0
Nolan Gorman,Nolan Gorman,STL,22263,319.0,2.96,-100.89999999999998,False,41174,Country Strong,AAA,2,$1.00,@,pre-arb,41174,Nolan Gorman,417.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Manuel Rodríguez,Manuel Rodriguez,TBR,20794,182.2,3.2,-156.19800000000004,True,42363,FA,,,,,,42363,Manuel Rodriguez,124.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Gabriel Moreno,Gabriel Moreno,ARI,22664,318.0,2.68,-101.89999999999998,False,42464,Springfield Zephyrs,AA,1,$1.00,@,pre-arb,42464,Gabriel Moreno,308.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Otto Lopez,Otto Lopez,MIA,19608,318.0,2.78,-101.89999999999998,False,41917,FA,MLB,1,$1.00,,contract,41917,Otto Lopez,319.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Fernando Cruz,Fernando Cruz,NYY,7048,180.9,3.04,-157.49800000000002,True,34068,FA,,,,,,34068,Fernando Cruz,194.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Fraser Ellard,Fraser Ellard,CHW,29530,180.43,2.98,-157.96800000000002,True,5125257,FA,,,,,,5125257,Fraser Ellard,56.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Dustin May,Dustin May,LAD,19716,179.13,5.06,-159.26800000000003,True,40937,Bayou Shooters,AA,U,$-,,AA,40937,Dustin May,150.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
José Buttó,Jose Butto,NYM,23313,178.67,3.56,-159.72800000000004,True,4905900,FA,,,,,,4905900,Jose Butto,177.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Nick Gonzales,Nick Gonzales,PIT,27490,316.0,2.82,-103.89999999999998,False,4311634,FA,MLB,1,$1.00,,contract,4311634,Nick Gonzales,389.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Gavin Lux,Gavin Lux,CIN,19955,316.0,2.79,-103.89999999999998,False,40423,Bayou Shooters,MLB,1,60%,²,arb2,40423,Gavin Lux,345.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Jacob Webb,Jacob Webb,TEX,19274,177.8,2.98,-160.598,True,40384,FA,,,,,,40384,Jacob Webb,141.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Alex Vesia,Alex Vesia,LAD,25007,177.73,3.13,-160.66800000000003,True,42622,FA,,,,,,42622,Alex Vesia,209.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Kyle Hart,Kyle Hart,SDP,19646,176.77,6.65,-161.628,True,39936,FA,,,,,,39936,,,,,,,,,,,,,Util,,0.0
Bryse Wilson,Bryse Wilson,CHW,19990,176.73,5.08,-161.66800000000003,True,40922,FA,,,,,,40922,Bryse Wilson,161.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Kyle Wright,Kyle Wright,KCR,19665,176.57,6.92,-161.82800000000003,True,39652,FA,MLB,1,$1.00,,contract,39652,Kyle Wright,160.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Jose A. Ferrer,Jose A. Ferrer,WSN,24017,176.37,3.04,-162.02800000000002,True,5119607,FA,,,,,,5119607,Jose Ferrer,76.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Andrew McCutchen,Andrew McCutchen,PIT,9847,315.0,2.94,-104.89999999999998,False,28701,FA,,,,,,28701,Andrew McCutchen,356.0,False,False,False,False,False,False,True,False,False,False,Util,DH,0.0
Trevor Williams,Trevor Williams,WSN,16977,240.87,6.48,-85.06899999999996,False,33305,Young Bucks,AAA,0,AAA opt,,AAA opt,33305,Trevor Williams,231.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
A.J. Minter,A.J. Minter,NYM,18655,175.98,3.4,-162.41800000000003,True,36133,Young Bucks,AA,U,$-,,AA,36133,A.J. Minter,157.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Will Vest,Will Vest,DET,19769,174.82,2.89,-163.57800000000003,True,41606,FA,,,,,,41606,Will Vest,192.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Andrew Benintendi,Andrew Benintendi,CHW,17901,314.0,2.8,-105.89999999999998,False,34986,FA,,,,,,34986,Andrew Benintendi,375.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
JoJo Romero,JoJo Romero,STL,19574,173.3,3.13,-165.098,True,40456,FA,,,,,,40456,JoJo Romero,123.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jonny DeLuca,Jonny DeLuca,TBR,26365,313.0,2.65,-106.89999999999998,False,5005912,FA,,,,,,5005912,Jonny DeLuca,327.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Michel Otañez,Michel Otanez,ATH,22533,173.18,3.2,-165.21800000000002,True,4917842,FA,,,,,,4917842,Michel Otanez,88.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Will Warren,Will Warren,NYY,30182,172.76,5.46,-165.63800000000003,True,5132011,Young Bucks,AA,U,$-,,AA,5132011,Will Warren,78.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Dylan Lee,Dylan Lee,ATL,19996,171.98,3.06,-166.41800000000003,True,41455,FA,,,,,,41455,Dylan Lee,161.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jacob Wilson,Jacob Wilson,ATH,33266,312.0,2.5,-107.89999999999998,False,4719300,FA,,,,,,4719300,Jacob Wilson,334.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Andrew Nardi,Andrew Nardi,MIA,25942,170.93,3.25,-167.46800000000002,True,3975840,FA,,,,,,3975840,Andrew Nardi,172.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Matthew Liberatore,Matthew Liberatore,STL,22294,170.76,3.53,-167.63800000000003,True,41173,Young Bucks,AA,U,$-,,AA,41173,Matthew Liberatore,168.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Paul Sewald,Paul Sewald,CLE,13892,170.31,3.25,-168.08800000000002,True,35009,FA,MLB,1,$1.00,,contract,35009,Paul Sewald,115.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tyler Ferguson,Tyler Ferguson,ATH,19481,170.25,2.91,-168.14800000000002,True,41612,FA,,,,,,41612,Tyler Ferguson,146.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Dane Dunning,Dane Dunning,TEX,19409,170.05,3.76,-168.348,True,36080,FA,MLB,1,$1.00,,contract,36080,Dane Dunning,179.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Landen Roupp,Landen Roupp,SFG,30076,169.71,4.73,-168.68800000000002,True,4345404,FA,,,,,,4345404,Landen Roupp,92.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Trent Thornton,Trent Thornton,SEA,17948,168.69,2.87,-169.70800000000003,True,36728,FA,,,,,,36728,Trent Thornton,153.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Isiah Kiner-Falefa,Isiah Kiner-Falefa,PIT,16512,310.0,2.49,-109.89999999999998,False,33572,FA,,,,,,33572,Isiah Kiner-Falefa,223.0,False,False,True,True,True,False,True,False,False,False,2B,2B/3B/SS,0.0
Jorge Polanco,Jorge Polanco,SEA,13152,310.0,2.75,-109.89999999999998,False,32525,FA,MLB,1,$1.00,,contract,32525,Jorge Polanco,314.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Hunter Harvey,Hunter Harvey,KCR,15507,168.5,3.01,-169.89800000000002,True,33191,FA,MLB,1,$1.00,,contract,33191,Hunter Harvey,131.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tyler Rogers,Tyler Rogers,SFG,15541,167.67,2.54,-170.72800000000004,True,34026,FA,,,,,,34026,Tyler Rogers,162.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Rhett Lowder,Rhett Lowder,CIN,33876,236.51,7.37,-89.42899999999997,False,4758873,Springfield Zephyrs,AA,U,$-,,AA,4758873,Rhett Lowder,183.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Jordan Montgomery,Jordan Montgomery,ARI,16511,236.25,7.66,-89.68899999999996,False,38173,Midtown Jaguars,MLB,1,$3.00,,contract,38173,Jordan Montgomery,241.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Ceddanne Rafaela,Ceddanne Rafaela,BOS,24262,309.0,2.83,-110.89999999999998,False,4987382,Springfield Zephyrs,AA,U,$-,,AA,4987382,Ceddanne Rafaela,401.0,False,False,False,False,True,True,True,False,False,False,OF,OF/SS,0.0
Orlando Arcia,Orlando Arcia,ATL,13185,309.0,2.48,-110.89999999999998,False,32530,Cheating Raiders,AAA,0,AAA opt,,AAA opt,32530,Orlando Arcia,368.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
AJ Smith-Shawver,AJ Smith-Shawver,ATL,29960,166.96,5.41,-171.43800000000002,True,4917640,Springfield Zephyrs,AA,U,$-,,AA,4917640,AJ Smith-Shawver,108.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Ryne Stanek,Ryne Stanek,NYM,15947,166.95,2.97,-171.44800000000004,True,33301,FA,,,,,,33301,Ryne Stanek,134.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Yuki Matsui,Yuki Matsui,SDP,33826,166.62,3.11,-171.77800000000002,True,4142414,FA,,,,,,4142414,Yuki Matsui,185.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Emilio Pagán,Emilio Pagan,CIN,14771,166.45,2.95,-171.94800000000004,True,33403,FA,,,,,,33403,Emilio Pagan,122.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jeff McNeil,Jeff McNeil,NYM,15362,308.0,2.57,-111.89999999999998,False,33900,Young Bucks,AAA,0,AAA opt,,AAA opt,33900,Jeff McNeil,328.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Marcus Stroman,Marcus Stroman,NYY,13431,235.3,8.81,-90.63899999999995,False,32815,FA,MLB,1,$1.00,,contract,32815,Marcus Stroman,243.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Chris Paddack,Chris Paddack,MIN,20099,234.85,7.53,-91.08899999999996,False,35999,Bayou Shooters,MLB,1,$1.00,,contract,35999,Chris Paddack,213.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
David Robertson,David Robertson,,8241,164.38,4.17,-174.01800000000003,True,29172,FA,MLB,1,$1.00,,contract,29172,David Robertson,258.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Kyle Isbel,Kyle Isbel,KCR,21614,307.0,2.53,-112.89999999999998,False,41263,FA,,,,,,41263,Kyle Isbel,325.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Keibert Ruiz,Keibert Ruiz,WSN,19610,307.0,2.48,-112.89999999999998,False,38827,Midtown Jaguars,MLB,1,40%,¹,arb1,38827,Keibert Ruiz,342.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
LaMonte Wade Jr.,LaMonte Wade Jr.,SFG,18126,307.0,2.75,-112.89999999999998,False,37798,FA,,,,,,37798,LaMonte Wade Jr.,348.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Erik Miller,Erik Miller,SFG,26252,163.37,2.82,-175.02800000000002,True,4152950,FA,,,,,,4152950,Erik Miller,155.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Gregory Soto,Gregory Soto,BAL,19677,163.08,2.92,-175.318,True,39804,FA,,,,,,39804,Gregory Soto,154.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Hunter Gaddis,Hunter Gaddis,CLE,25636,162.94,2.91,-175.45800000000003,True,4187661,FA,,,,,,4187661,Hunter Gaddis,176.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Colin Holderman,Colin Holderman,PIT,22361,162.93,2.86,-175.46800000000002,True,4917897,FA,,,,,,4917897,Colin Holderman,128.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
J.T. Ginn,J.T. Ginn,ATH,27889,162.37,6.72,-176.02800000000002,True,4414002,FA,,,,,,4414002,J.T. Ginn,94.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Gus Varland,Gus Varland,CHW,24737,162.35,2.96,-176.04800000000003,True,41552,FA,,,,,,41552,Gus Varland,61.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
José Suarez,Jose Suarez,LAA,19911,162.17,3.86,-176.22800000000004,True,40981,FA,,,,,,40981,Jose Suarez,124.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Mark Leiter Jr.,Mark Leiter Jr.,NYY,15551,162.15,3.01,-176.24800000000002,True,36202,FA,,,,,,36202,Mark Leiter Jr.,173.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ryan Fernandez,Ryan Fernandez,STL,24862,161.79,2.75,-176.60800000000003,True,5002952,FA,,,,,,5002952,Ryan Fernandez,166.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Lance Lynn,Lance Lynn,,2520,233.29,13.25,-92.64899999999996,False,30820,FA,MLB,1,$1.00,,contract,30820,Lance Lynn,363.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Jake Fraley,Jake Fraley,CIN,19260,305.0,2.9,-114.89999999999998,False,37974,FA,,,,,,37974,Jake Fraley,285.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Adrian Morejon,Adrian Morejon,SDP,20039,160.77,2.89,-177.628,True,40917,FA,,,,,,40917,Adrian Morejon,140.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tanner Banks,Tanner Banks,PHI,16990,160.76,2.8,-177.63800000000003,True,40437,FA,,,,,,40437,Tanner Banks,147.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tayler Scott,Tayler Scott,HOU,13652,160.32,2.81,-178.07800000000003,True,39711,FA,,,,,,39711,Tayler Scott,146.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Max Kepler,Max Kepler,PHI,12144,304.0,2.75,-115.89999999999998,False,31870,FA,MLB,1,$1.00,,contract,31870,Max Kepler,255.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Ian Hamilton,Ian Hamilton,NYY,19261,158.79,3.26,-179.60800000000003,True,41127,FA,,,,,,41127,Ian Hamilton,125.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Nick Sandlin,Nick Sandlin,TOR,20517,158.77,2.75,-179.628,True,41385,FA,,,,,,41385,Nick Sandlin,125.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Brock Burke,Brock Burke,LAA,17968,158.5,2.79,-179.89800000000002,True,39945,FA,,,,,,39945,Brock Burke,114.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ryan Thompson,Ryan Thompson,ARI,16647,158.48,2.72,-179.91800000000003,True,38628,FA,,,,,,38628,Ryan Thompson,146.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Sal Frelick,Sal Frelick,MIL,29622,303.0,2.68,-116.89999999999998,False,4417795,West Coast Spartans,MLB,2,$1.00,@,pre-arb,4417795,Sal Frelick,351.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Tyson Miller,Tyson Miller,CHC,19976,157.48,3.05,-180.91800000000003,True,42362,FA,,,,,,42362,Tyson Miller,134.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tim Herrin,Tim Herrin,CLE,25139,156.91,2.74,-181.48800000000003,True,4228579,FA,,,,,,4228579,Tim Herrin,145.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Colin Poche,Colin Poche,WSN,19403,156.77,3.25,-181.628,True,40364,FA,,,,,,40364,Colin Poche,143.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Nate Pearson,Nate Pearson,CHC,20160,156.5,3.06,-181.898,True,39646,FA,,,,,,39646,Nate Pearson,158.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Craig Kimbrel,Craig Kimbrel,,6655,155.6,4.1,-182.79800000000003,True,30653,FA,MLB,1,$1.00,,contract,30653,Craig Kimbrel,239.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Scott Barlow,Scott Barlow,CIN,14993,153.87,2.77,-184.528,True,32156,Midtown Jaguars,AAA,0,AAA opt,,AAA opt,32156,Scott Barlow,141.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Gregory Santos,Gregory Santos,SEA,21894,153.55,3.17,-184.848,True,39682,FA,,,,,,39682,Gregory Santos,110.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Erik Swanson,Erik Swanson,TOR,16587,153.4,3.01,-184.998,True,36013,FA,,,,,,36013,Erik Swanson,126.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Austin Hays,Austin Hays,CIN,19363,300.0,2.68,-119.89999999999998,False,36928,FA,,,,,,36928,Austin Hays,209.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Kenta Maeda,Kenta Maeda,DET,18498,152.74,4.56,-185.658,True,34892,FA,MLB,1,$1.00,,contract,34892,Kenta Maeda,130.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Jackson Jobe,Jackson Jobe,DET,30203,228.06,9.16,-97.87899999999996,False,4872647,Detroit Nittany Tide,AA,U,$-,,AA,4872647,Jackson Jobe,275.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Hans Crouse,Hans Crouse,LAA,22192,151.27,3.08,-187.128,True,41032,FA,,,,,,41032,Hans Crouse,77.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jorge Alcala,Jorge Alcala,MIN,19459,150.31,2.68,-188.088,True,41031,FA,,,,,,41031,Jorge Alcala,105.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Shawn Armstrong,Shawn Armstrong,TEX,12857,150.11,2.6,-188.288,True,33499,FA,,,,,,33499,Shawn Armstrong,152.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Declan Cronin,Declan Cronin,MIA,25645,150.03,2.57,-188.368,True,5125258,FA,,,,,,5125258,Declan Cronin,135.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jonathan Aranda,Jonathan Aranda,TBR,21837,298.0,2.82,-121.89999999999998,False,40810,FA,,,,,,40810,Jonathan Aranda,405.0,False,True,False,False,False,False,True,False,False,False,1B,1B,0.0
Carmen Mlodzinski,Carmen Mlodzinski,PIT,27572,149.47,2.92,-188.92800000000005,True,4298378,FA,,,,,,4298378,Carmen Mlodzinski,97.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Nick Mears,Nick Mears,MIL,25376,149.02,2.74,-189.378,True,42620,FA,,,,,,42620,Nick Mears,130.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Yoán Moncada,Yoan Moncada,LAA,17232,297.0,2.67,-122.89999999999998,False,33984,FA,MLB,1,$1.00,,contract,33984,Yoan Moncada,206.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Tommy Pham,Tommy Pham,PIT,2967,296.0,2.83,-123.89999999999998,False,31208,FA,,,,,,31208,Tommy Pham,324.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Aaron Ashby,Aaron Ashby,MIL,23550,146.87,4.63,-191.528,True,41325,West Coast Spartans,MLB,4,$1.25,,contract,41325,Aaron Ashby,222.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
John Schreiber,John Schreiber,KCR,20020,145.24,2.61,-193.158,True,39949,FA,,,,,,39949,John Schreiber,136.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Collin Snider,Collin Snider,SEA,23307,145.0,2.69,-193.398,True,3183870,FA,,,,,,3183870,Collin Snider,89.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ryan Jeffers,Ryan Jeffers,MIN,24618,294.0,2.78,-125.89999999999998,False,41587,Dip City Thunder,AAA,0,AAA opt,,AAA opt,41587,Ryan Jeffers,351.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Joe Mantiply,Joe Mantiply,ARI,14857,142.93,2.53,-195.468,True,33691,FA,,,,,,33691,Joe Mantiply,129.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Keegan Thompson,Keegan Thompson,CHC,19795,142.42,3.35,-195.97800000000004,True,41086,FA,,,,,,41086,Keegan Thompson,107.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jake Cousins,Jake Cousins,NYY,21620,142.36,3.03,-196.038,True,42964,FA,,,,,,42964,Jake Cousins,145.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
